ahat,bhat,se,fval,pval,n,x,y,study
0.00229230110847739,-0.00190787051378624,6.17308110328627e-05,955.198927853474,1.00589891013345e-209,10000000,prs,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_1,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_2,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_3,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_4,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_5,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_6,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_7,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_8,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_9,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_10,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_11,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_12,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_13,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_14,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_15,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_16,d,all
-5.51899003201053e-05,0.00313489838007121,0.00661180468792534,0.22480548469201,0.635402533991676,10000000,c0_17,d,all
0.000497109262471464,8.38462486690894e-05,0.00661338525360268,0.000160738395269702,0.989884479600621,10000000,r0,d,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_1,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_2,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_3,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_4,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_5,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_6,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_7,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_8,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_9,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_10,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_11,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_12,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_13,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_14,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_15,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_16,all
-5.18365791723211e-05,-6.50583611192669e-05,7.74742481416415e-05,0.705166215469829,0.401053216949037,10000000,prs,c0_17,all
-5.18248452478183e-05,-1.73152476032093e-05,7.74557355950072e-05,0.0499747058879261,0.823107297795937,10000000,prs,r0,all
0.000406604198795506,0.00610772276844946,0.00661210102530454,0.853256629314379,0.355632704988848,10000000,c1_1,d,all
0.000406604198795506,0.00610772276844946,0.00661210102530454,0.853256629314379,0.355632704988848,10000000,c1_2,d,all
0.000406604198795506,0.00610772276844946,0.00661210102530454,0.853256629314379,0.355632704988848,10000000,c1_3,d,all
0.000406604198795506,0.00610772276844946,0.00661210102530454,0.853256629314379,0.355632704988848,10000000,c1_4,d,all
0.000406604198795506,0.00610772276844946,0.00661210102530454,0.853256629314379,0.355632704988848,10000000,c1_5,d,all
0.000406604198795506,0.00610772276844946,0.00661210102530454,0.853256629314379,0.355632704988848,10000000,c1_6,d,all
0.000406604198795506,0.00610772276844946,0.00661210102530454,0.853256629314379,0.355632704988848,10000000,c1_7,d,all
0.000406604198795506,0.00610772276844946,0.00661210102530454,0.853256629314379,0.355632704988848,10000000,c1_8,d,all
